"published_date",doi,title,authors,affiliations
"November 14th 2019, 00:00:00.000","10.1080/10428194.2019.1683734","Loss of the Y chromosome predicts a high relapse risk in younger adult male patients with t(8;21) acute myeloid leukemia on high-dose cytarabine consolidation therapy: a retrospective multicenter study","[""Wei Zhou"",""Guofeng Chen"",""Dan Gong"",""Yan Li"",""Sai Huang"",""Nan Wang"",""Qingyu Xu"",""Qian Xiong"",""Yu Jing"",""Na Lv"",""Lili Wang"",""Yonghui Li"",""Li Yu""]","[""CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Chinese Academy of Sciences, Beijing, China"",""Department of Hematology, Chinese PLA General Hospital, Beijing, China;"",""Department of Hematology-Oncology, International Cancer Center, Shenzhen University General Hospital, Shenzhen University Health Science Center, Shenzhen, China;"",""Department of Hematology and Oncology, Medical Faculty Mannheim, Heidelberg University, Mannheim, Germany;"",""School of Medicine, Nankai University, Tianjin, China;"",""Department of Hematology, Chinese PLA No. 965 Hospital, Jilin, China;"",""Department of Hematology, Hainan Branch of Chinese PLA General Hospital, Sanya, Hainan Province, China;"",""Department of Endoscopy, Tianjin Medical University Cancer Institute and Hospital, National Clinical Research Center for Cancer, Tianjin's Clinical Research Center for Cancer, Key Laboratory of Cancer Prevention and Therapy, Tianjin, China;""]"
"November 13th 2019, 00:00:00.000","10.1093/jbcr/irz189","Changes of extravascular lung water as an independent prognostic factor for early developed ARDS in severely burned patients","[""Weiyi Wang"",""Ning Xu"",""Xiaofeng Yu"",""Fengli Zuo"",""Jie Liu"",""Yuan Wang"",""Guoqin Zhu"",""Naixin Jia"",""Hui Ren"",""Jiaping Zhang""]","[""Dalian Rehabilitation and Recuperation Center, Dalian, China"",""School of Nursing, Third Military Medical University (Army Medical University), Dalian, China"",""Institute of Burn Research, State Key Laboratory of Trauma, Burns and Combined Injury, Southwest Hospital, Third Military Medical University (Army Medical University), Chongqing, China"",""Department of Pathology, No. 984 Hospital of PLA, Beijing, China""]"
"November 13th 2019, 00:00:00.000","10.1182/blood-2019-129305","Combination of Chidamide with the CHOEP Regimen in Previously Untreated Patients with Peripheral T-Cell Lymphoma (PTCL): A Prospective, Multicenter, Single-Arm, Phase 1b/2 Trial","[""Wei Zhang"",""Liping Su"",""Lihong Liu"",""Yuhuan Gao"",""Quanshun Wang"",""Hang Su"",""Yuqin Song"",""Huilai Zhang"",""Jing Shen"",""Hongmei Jing"",""Shuye Wang"",""Xinan Cen"",""Hui Liu"",""Aichun Liu"",""Zengjun Li"",""Jianmin Luo"",""Jianxia He"",""Jingwen Wang"",""Owen A. O'Connor"",""Daobin Zhou""]","[""The 307 Hospital of PLA, Beijing, China"",""The First Affiliated Hospital of Harbin Medical University, Harbin, China"",""Department of Lymphoma, Sino-US Center for Lymphoma and Leukemia Research, Tianjin Medical University Cancer Institute and Hospital, National Clinical Research Center of Cancer, Key Laboratory of Cancer Prevention and Therapy, Tianjin's Clinical Research Center for Cancer, Tianjin, China"",""Harbin Medical University Cancer Hospital, Harbin, China"",""The Second Hospital of Hebei Medical University, Shijiazhuang, China"",""Peking University Third Hospital, Beijing, China"",""Shanxi Provincial Cancer Hospital, Taiyuan, China"",""Peking University Cancer Hospital and Institute, Beijing, China"",""Shanxi People's Hospital, Taiyuan, China"",""Columbia University Medical Center, New York,"",""General Hospital of Chinese PLA, Beijing, China"",""Beijing Friendship Hospital, Beijing, China"",""Beijing Hospital, Beijing, China"",""Blood Diseases Hospital, Chinese Academy of Medical Sciences & Peking Union Medical College, Tianjin, China"",""Beijing Tongren Hospital, Beijing, China"",""The Fourth Hospital of Hebei Medical University, Shijiazhuang, China"",""Peking University First Hospital, Beijing, China"",""Peking Union Medical College Hospital, Beijing, CHN"",""Fourth Hospital of Hebei Medical University, Shijiazhuang, China""]"
"November 13th 2019, 00:00:00.000","10.1182/blood-2019-127704","Haploidentical Hematopoietic Stem Cell Transplantation May Improve Prognosis in Non-Infant Children with t(v;11q23)/MLL-Rearranged B-Acute Lymphoblastic Leukemia","[""Lu Bai"",""Yi-Fei Cheng"",""Ai-Dong Lu"",""Pan Suo"",""Yu Wang"",""Ying-Xi Zuo"",""Chen-Hua Yan"",""Jun Wu"",""Yue-Ping Jia"",""Yu-Qian Sun"",""Yu-Hong Chen"",""Huan Chen"",""Kai-yan Liu"",""Wei Han"",""Lan-Ping Xu"",""Jing-Bo Wang"",""Xiang-Feng Tang"",""Hui-Ren Chen"",""Le-Ping Zhang"",""Xiao-Jun Huang""]","[""Department of Pediatrics, The Sixth Medical Center of PLA General Hospital, Beijing, China"",""Department of Hematology, The Seventh Medical Center of PLA General Hospital, Beijing, China, Beijing, China"",""Department of Hematology, Aerospace Central Hospital, Beijing, China"",""Department of Pediatrics, Peking University People's Hospital, Peking University, Beijing, China"",""Department of Hematology, Peking University People's Hospital, Peking University Institute of Hematology, Beijing Key Laboratory of Hematopoietic Stem Cell Transplantation, Peking University, Beijing, China""]"
"November 13th 2019, 00:00:00.000","10.1182/blood-2019-122087","Doxycycline Combined with Bortezomib-Cyclophosphamide-Dexamethasone Chemotherapy for Newly Diagnosed Patients with Mayo 2004 Stage II-III Light-Chain Amyloidosis: A Randomized Controlled Multicenter Study","[""Kaini Shen"",""Yujun Dong"",""Weijun Fu"",""Yu Wu"",""Zhongxia Huang"",""Yongqiang Wei"",""Chunrui Li"",""Chunyan Sun"",""Wenrong Huang"",""Huihan Wang"",""Congli Zhang"",""Huilei Miao"",""Lu Zhang"",""Xinxin Cao"",""Daobin Zhou"",""Jian Li""]","[""Shengjing Hospital of China Medical University, Shenyang, China"",""Department of Hematology, Peking Union Medical College Hospital, Chinese Academy of Medical Sciences and Peking Union Medical College, Beijing, China"",""Peking Union Medical College Hospital, Beijing, China"",""Department of Hematology, Nanfang Hospital, Southern Medical University, Guangzhou, China"",""Department of Hematology and Hematology Research Laboratory, West China Hospital, Sichuan University, Chengdu, China"",""Chinese Academy of Medical Sciences and Peking Union Medical College, Department of Hematology, Peking Union Medical College Hospital, Beijing, China"",""Department of Hematology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China"",""Department of Hematology, Peking University First Hospital, Beijing, China"",""State Key Laboratory of Experimental Hematology, Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Science & Peking Union Medical College, Beijing, China"",""Institute of Hematology & Blood Diseases Hospital, Chinese Academy of Medical Science & Peking Union Medical College, Beijing, China"",""Chaoyang Hospital, Beijing, CHN"",""Department of Hematology, Myeloma & Lymphoma Center, Shanghai Changzheng Hospital, Shanghai, China"",""Department of Hematology, Chinese PLA General Hospital, Medical School of Chinese PLA, Beijing, China"",""Union Hospital, Tongji Medical College, Huazhong University of Science and Technology, Institute of Hematology, Wuhan, China""]"
"November 13th 2019, 00:00:00.000","10.1182/blood-2019-128121","Histopathology of Chronic Kidney Disease after Allogeneic Hematopoietic Cell Transplantation: A Multi-Center Observational Study of Kidney Biopsies","[""Feng Chen"",""Depei Wu"",""Ran Wang"",""Xianghua Huang"",""Xiaozhong Li"",""Chaoxing Huang""]","[""Department of Hematology, The first affiliated hospital of Soochow University, Suzhou, China"",""Department of Nephrology, The First Affiliated Hospital of Wenzhou Medical University, Wenzhou, China"",""Department of Hematology, the First Affiliated Hospital of Soochow University, Jiangsu Institute of Hematology, Suzhou, China"",""Department of Nephrology, The Affiliated Children's Hospital of Soochow University, Suzhou, China"",""Jiangsu Institute of Hematology, The First Affiliated Hospital of Soochow University, Suzhou, China"",""The First Affiliated Hospital of Soochow University, Suzhou, China"",""The National Center for Nephrology Research, The General Hospital of the PLA Eastern Theater Command, Nanjing, CHN""]"
"November 13th 2019, 00:00:00.000","10.1182/blood-2019-132076","A Multi-Center Epidemiological and Prognostic Analysis of Cytogenetic Abnormalities in a Cohort of 1015 Chinese Patients with Newly-Diagnosed Multiple Myeloma","[""Fengyan Jin"",""Guangxun Gao"",""Yujun Dong"",""Chunrui Li"",""Wenrong Huang"",""Limo Zhang"",""Qiang Zhu"",""Ruifeng Yuan"",""Li Xu"",""Yanjie Xu"",""Qian Xu"",""Shaji K. Kumar"",""Yun Dai""]","[""Department of Hematology, Tongji Hospital, Tongji Medical College, Huazhong University of Science and Technology, Wuhan, China"",""Department of Hematology, Xijing Hospital, Xi'an, China"",""Department of Hematology, Peking University First Hospital, Beijing, China"",""Mayo Clinic, Rochester, MN"",""Department of Hematology, The First Hospital of Jilin University, Changchun, China"",""Department of Hematology, Chinese PLA General Hospital, Medical School of Chinese PLA, Beijing, China"",""Laboratory of Cancer Precision Medicine, The First Hospital of Jilin University, Changchun, China""]"
"November 13th 2019, 00:00:00.000","10.1182/blood-2019-121768","Efficacy and Safety of PD-1 Inhibitor Plus GVD Chemotherapy in Patients with Relapsed/Refractory Primary Mediastinal Large B-Cell Lymphoma (rrPMLBCL)","[""Qian Mei"",""Wenying Zhang"",""Yang Liu"",""Qingming Yang"",""John E.J. Rasko"",""Weidong Han""]","[""Gene and Stem Cell Therapy Program, Centenary Institute, Camperdown, Australia"",""Department of Molecular Biology and Immunology, Chinese PLA General Hospital, Beijing, China"",""Head of Department, Cell & Molecular Therapies, Royal Prince Alfred Hospital, Camperdown, Australia"",""Sydney Medical School, University of Sydney, Camperdown, Australia"",""Department of Bio-therapeutic, Chinese PLA General Hospital, Beijing, China""]"
"November 12th 2019, 00:00:00.000","10.1002/tox.22856","Microcystin‐LR exposure disrupts the insulin signaling pathway in C2C12 mice muscle cell line","[""Tianfeng Ma"",""Naifang Cao"",""Kele Chen"",""Hao Wang"",""Lihong Xu"",""Chun Xu"",""Pu Huang""]","[""Toxicology Program in the Department of Environmental and Occupational Health SciencesUniversity of Washington Seattle Washington"",""Department of BiochemistrySchool of Medicine, Zhejiang University Hangzhou China"",""Department I of Clinical MedicineFirst Affiliated Hospital, School of Medicine, Zhejiang University Hangzhou China"",""Department of EndocrinologyThe Third Medical Center of Chinese PLA General Hospital Beijing China""]"
"November 12th 2019, 00:00:00.000","10.3892/mmr.2019.10812","Molecular basis of degenerative spinal disorders from a proteomic perspective (Review)","[""Chang Liu"",""Minghui Yang"",""Libangxi Liu"",""Yang Zhang"",""Qi Zhu"",""Cong Huang"",""Hongwei Wang"",""Yaqing Zhang"",""Haiyin Li"",""Changqing Li"",""Bo Huang"",""Chencheng Feng"",""Yue Zhou""]","[""Department of Orthopedics, Xinqiao Hospital, Army Medical University, Chongqing 400037, P.R. China"",""Medical Research Center, Southwestern Hospital, Army Medical University, Chongqing 400037, P.R. China"",""Department of Orthopedics, General Hospital of Shenyang Military Area Command of Chinese PLA, Shenyang, Liaoning 110016, P.R. China""]"
"November 12th 2019, 00:00:00.000","10.1002/rcs.2056","Navigation Strategy for Robotic Soft Endoscope Intervention","[""Wei Jiang"",""Yuanyuan Zhou"",""Chongyang Wang"",""Lihua Peng"",""Yunsheng Yang"",""Hao Liu""]","[""Department of Gastroenterology and Hepatology, Chinese PLA General Hospital"",""Institutes for Robotics and Intelligent Manufacturing, Chinese Academy of Sciences"",""University of Chinese Academy of Sciences"",""State Key Laboratory of Robotics, Shenyang Institute of Automation, Chinese Academy of Sciences"",""Key Laboratory of Minimally Invasive Surgical Robot, Liaoning Province""]"
"November 12th 2019, 00:00:00.000","10.3892/mmr.2019.10813","A novel GPR143 mutation in a Chinese family with X‑linked ocular albinism type 1","[""Xuhui Gao"",""Tiecheng Liu"",""Xuan Cheng"",""Aiai Dai"",""Wei Liu"",""Runpu Li"",""Maonian Zhang""]","[""Department of Ophthalmology, Chinese PLA General Hospital, Beijing 100853, P.R. China""]"
"November 12th 2019, 00:00:00.000","10.1111/os.12566","Surgical Outcomes and Prognostic Factors of Myxoid Liposarcoma in Extremities: A Retrospective Study","[""Kai Zheng"",""Xiuchun Yu"",""Ming Xu"",""Yang Yang""]","[""Department of OrthopaedicsThe 960th Hospital of the PLA Joint Logistice Support Force Jinan China""]"
"November 11th 2019, 00:00:00.000","10.1155/2019/3210324","Insulin-Like Growth Factor Binding Protein 5—A Probable Target of Kidney Renal Papillary Renal Cell Carcinoma","[""Shuqiang Wang"",""Quan Hong"",""Xiaodong Geng"",""Kun Chi"",""Guangyan Cai"",""Di Wu""]","[""Department of Nephrology, Chinese PLA General Hospital, Chinese PLA Institute of Nephrology, State Key Laboratory of Kidney Diseases, National Clinical Research Center for Kidney Diseases, Beijing Key Laboratory of Kidney Diseases, China""]"
"November 11th 2019, 00:00:00.000","10.3892/mmr.2019.10810","Inhibition of CYP1B1 ameliorates cardiac hypertrophy induced by uremic toxin","[""Ying Zhang"",""Shaobo Wang"",""Yinghui Huang"",""Ke Yang"",""Yong Liu"",""Xianjin Bi"",""Chi Liu"",""Jiachuan Xiong"",""Bo Zhang"",""Jinghong Zhao"",""Ling Nie""]","[""Department of Nephrology, The Key Laboratory for The Prevention and Treatment of Chronic Kidney Disease of Chongqing, Kidney Center of PLA, Xinqiao Hospital, Army Medical University (Third Military Medical University), Chongqing 400037, P.R. China""]"
"November 11th 2019, 00:00:00.000","10.1155/2019/1315047","An API Semantics-Aware Malware Detection Method Based on Deep Learning","[""Xin Ma"",""Shize Guo"",""Wei Bai"",""Jun Chen"",""Shiming Xia"",""Zhisong Pan""]","[""Command and Control Engineering College, Army Engineering University of PLA, Nanjing 210007, China""]"
"November 11th 2019, 00:00:00.000","10.1155/2019/8247019","A High Level of Circulating Valine Is a Biomarker for Type 2 Diabetes and Associated with the Hypoglycemic Effect of Sitagliptin","[""Xiaoyu Liao"",""Bingyao Liu"",""Hua Qu"",""LinLin Zhang"",""Yongling Lu"",""Yong Xu"",""Zhaohui Lyu"",""Hongting Zheng""]","[""The Department and Key Laboratory of Endocrinology and Metabolism, The First Medical Center of PLA General Hospital, Beijing 100853, China"",""Department of Endocrinology, Translational Research Key Laboratory for Diabetes, Xinqiao Hospital, Army Medical University (Former Name: Third Military Medical University), Chongqing, China"",""Medical Research Center, Southwest Hospital, Army Medical University (Former Name: Third Military Medical University), Chongqing, China"",""Department of Diabetes and Endocrinology, Affiliated Hospital of Southwest Medical University, Sichuan, China""]"
"November 11th 2019, 00:00:00.000","10.3892/ol.2019.11079","Prognostic genes of triple‑negative breast cancer identified by weighted gene co‑expression network analysis","[""Ligang Bao"",""Ting Guo"",""Ji Wang"",""Kai Zhang"",""Maode Bao""]","[""Department of Neurosurgery, Zhejiang Province Taizhou Hospital, Taizhou, Zhejiang 318000, P.R. China"",""Orthopedics Department, Dongyang Chinese Medicine Hospital, Jinhua, Zhejiang 322100, P.R. China"",""Emergency Department, Dongyang People's Hospital, Jinhua, Zhejiang 322100, P.R. China"",""Department of Cardiology, Sir Run Run Shaw Hospital, Zhejiang University School of Medicine, Hangzhou, Zhejiang 310016, P.R. China"",""Department of Orthopaedics, 967th Hospital of The PLA Joint Logistics Support Force, Dalian, Liaoning 116021, P.R. China""]"
"November 10th 2019, 00:00:00.000","10.1002/jcla.23089","Study on amniotic fluid metabolism in the second trimester of Trisomy 21","[""Xiaoting Liu"",""Sheng Quan"",""Yurong Fu"",""Weiwei Wang"",""Wenling Zhang"",""Xiaofei Wang"",""Chenxi Zhang"",""Daijun Xiang"",""Liwen Zhang"",""Chengbin Wang""]","[""Hangzhou Calibra Diagnostics, LTD. Hangzhou China"",""Medical School of Chinese PLA &amp; Medical laboratory center First Medical Center of Chinese PLA General Hospital Beijing China""]"
"November 9th 2019, 00:00:00.000","10.1002/syn.22143","Comparison of SB‐SDS and other decellularization methods for the acellular nerve graft: Biological evaluation and nerve repair in vitro and in vivo","[""Li‐Wei Han"",""Gang Xu"",""Mei‐Yu Guo"",""Yv‐Ang Chang"",""Yu Zhang"",""Yan‐Tao Zhao"",""Zhong‐Hai Li""]","[""Key Laboratory of Molecular Mechanism for Repair and Remodeling of Orthopaedic Diseases Liaoning Province Department of Orthopaedics First Affiliated Hospital of Dalian Medical University Dalian People’s Republic of China"",""Department of Orthopaedics Fourth Medical Center of PLA General Hospital Beijing the People’s Republic of China""]"
"November 8th 2019, 00:00:00.000","10.1111/head.13687","Interrelated Pathogenesis? Neuronal Intranuclear Inclusion Disease Combining With Hemiplegic Migraine","[""Rongfei Wang"",""Xiting Nie"",""Shiyang Xu"",""Mingjie Zhang"",""Zhao Dong"",""Shengyuan Yu""]","[""Department of Neurology The First Medical Center Chinese PLA General Hospital Beijing China"",""School of Medicine Nankai University Tianjin China""]"
"November 8th 2019, 00:00:00.000","10.1002/mgg3.1025","MicroRNA‐576‐5p enhances the invasion ability of trophoblast cells in preeclampsia by targeting TFAP2A","[""Xiaoning Wang"",""Shiyuan Peng"",""Kun Cui"",""Fangjuan Hou"",""Jie Ding"",""Ali li"",""Mingxia Wang"",""Li Geng""]","[""Department of Medical The 987 Hospital of the PLA Joint Logistics Support Force Baoji Shannxi China""]"
"November 7th 2019, 00:00:00.000","10.3892/etm.2019.8171","Clinical outcomes of treatment with cage‑shaped demineralized bone plus local bone grafts vs. autogenous iliac crest bone grafts in instrumented single‑level lumbar fusion: A retrospective cohort study","[""Chen‑Guang Zhao"",""Jie Qin"",""Xin Wang"",""Gang Xu"",""Yong Jia"",""Yu‑Cheng Guan"",""Xiang Mou"",""Hua Yuan""]","[""Department of Orthopedics, The Second Affiliated Hospital of Xi'an Jiaotong University, Xi'an, Shaanxi 710004, P.R. China"",""Department of Rehabilitation Medicine, Xijing Hospital, Fourth Military Medical University, Xi'an, Shaanxi 710032, P.R. China"",""Rehabilitation Center, Lintong Sanatorium of The PLA, Xi'an, Shaanxi 710060, P.R. China"",""Orthopedic Center, General Hospital of Xinjiang Military Region, Urumqi, Xinjiang 830000, P.R. China""]"
"November 7th 2019, 00:00:00.000","10.1111/1753-0407.13008","Continuous subcutaneous insulin infusion reduce the risk of postoperative infection","[""Yune Mou"",""Delin Ma"",""Jianhua Zhang"",""Jing Tao"",""Wentao He"",""Wenjun Li"",""Yiming Mu"",""Xuefeng Yu""]","[""Department of EndocrinologyChinese PLA General Hospital Beijing China"",""Division of Endocrinology, Department of Internal MedicineTongji Hospital, Tongji Medical College, Huazhong University of Science and Technology Wuhan Hubei Province China"",""Department of Computer centerTongji Hospital, Tongji Medical College, Huazhong University of Science and Technology Wuhan Hubei Province China""]"
"November 7th 2019, 00:00:00.000","10.1080/08941939.2019.1680777","Dipeptidyl peptidase-4 (DPP-4) inhibitor saxagliptin alleviates lipopolysaccharide-induced acute lung injury via regulating the Nrf-2/HO-1 and NF-κB pathways","[""Kai Guo"",""Faguang Jin""]","[""Department of Respiration, 161th Hospital of PLA, Wuhan, Hubei, China;"",""Department of Respiration, TangDu Hospital, Air Force Medical University of PLA, Xi’an, Shaanxi, China""]"
"November 7th 2019, 00:00:00.000","10.1093/ehjcr/ytz205","Resection of a large primary left ventricle tumour by cardiac autotransplantation in a 2-month-old infant: a case report","[""Yuhang Liu"",""Ning Wang"",""Ping Wen"",""Gengxu Zhou""]","[""Department of Cardiothoracic Surgery, Dalian Children’s Hospital, No. 154, Zhongshan Road, Dalian 116012, China"",""Department of Cardiothoracic Surgery, Bayi Children’s Hospital Affiliated to the Seventh Medical Center of PLA General Hospital, No. 2, Chaobei Road, Beijing 100700, China""]"
